,item_id,NP,Oblig,Error,ErType,ErType2,definiteness,ref,Hawkins,HeadN,Abstract,Rev_abstr,modif,Score,Target_the,Target_zero,NL_Korean,NL_Mandarin,NL_Russian,Ntype_plural,Ntype_sing,Synt_obj,Synt_predprop,Synt_sub
31517,31518,"However , some people were interested in `` origami , which is Japanese traditional play and making many things by folding pieces of paper , `` when I made a swan by folding pieces of paper .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,pieces,concr,concr,no_mod,1,False,True,False,False,False,True,False,True,False,False
31523,31524,It is focused on the men has got power .,obl,correct,correct_the,correct_art,indef,nonspec,indef,men,concr,concr,no_mod,1,True,False,True,False,False,False,False,True,False,False
31524,31525,It is focused on the men has got power .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,power,abstr,abstr,no_mod,1,False,True,True,False,False,False,True,True,False,False
31525,31526,What can you imagine world will come after era of smartphone is gone .,obl_om,correct,correct_zero,correct_om,def,spec,explanatory,era,concr,concr,no_mod,1,False,True,True,False,False,False,True,False,False,True
31526,31527,I will have interview in somedays .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,interview,abstr,abstr,no_mod,1,False,True,False,False,False,False,True,True,False,False
31527,31528,The base of the company is America .,obl,correct,correct_the,correct_art,def,spec,explanatory,base,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
31528,31529,"Probably , there is English test .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,test,concr,concr,mod,1,False,True,False,False,False,False,True,False,False,True
31529,31530,We could not run but walk due to the heat .,obl,correct,correct_the,correct_art,def,spec,situational,heat,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31530,31531,An 8 - year - old grandchild is staying at our home since a summer break .,obl,error,sub_a_inst_the,error_art,indef,spec,indef,break,concr,concr,no_mod,0,True,False,False,False,False,False,False,True,False,False
31531,31532,She participated in `` radio exercises `` today .,obl,error,omit_the,omit,indef,spec,indef,exercises,abstr,abstr,no_mod,0,True,False,False,False,False,True,False,True,False,False
31533,31534,An instructor has been teaching the exercise on a radio because there was not TV in those days .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,instructor,concr,concr,no_mod,1,False,True,False,False,False,False,True,False,False,True
31534,31535,An instructor has been teaching the exercise on a radio because there was not TV in those days .,obl,correct,correct_the,correct_art,def,spec,explanatory,exercise,abstr,abstr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31535,31536,An instructor has been teaching the exercise on a radio because there was not TV in those days .,obl,error,sub_a_inst_the,error_art,indef,nonspec,indef,radio,concr,concr,no_mod,0,True,False,False,False,False,False,True,True,False,False
31536,31537,An instructor has been teaching the exercise on a radio because there was not TV in those days .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,TV,concr,concr,no_mod,1,False,True,False,False,False,False,True,False,False,True
31538,31539,"The exercises are held on through the year , but children participate during the summer break .",obl,correct,correct_the,correct_art,def,nonspec,situational,year,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31539,31540,"The exercises are held on through the year , but children participate during the summer break .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,children,concr,concr,no_mod,1,False,True,False,False,False,False,False,False,False,True
31549,31550,Because I have worked on the taking a pilot license in the States .,obl,correct,correct_a,correct_art,indef,spec,indef,license,abstr,abstr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31551,31552,Nobady knows the future what would be happen .,obl,correct,correct_the,correct_art,def,spec,situational,future,abstr,abstr,no_mod,1,True,False,False,False,False,False,False,True,False,False
31559,31560,The fist book I read in English ( and finished ) was `` A Crush of kings `` by Geroge .,obl,correct,correct_the,correct_art,def,spec,indef,book,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
31560,31561,I had read the fist book in the series of `` A Song of Ice and Fire `` in Japanese .,obl,correct,correct_the,correct_art,def,spec,explanatory,book,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31561,31562,I had read the fist book in the series of `` A Song of Ice and Fire `` in Japanese .,obl,correct,correct_the,correct_art,def,spec,explanatory,series,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31563,31564,It was very slow pace for me to read the book .,obl,correct,correct_the,correct_art,def,spec,anaphoric,book,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31566,31567,I thought it could take about a year untill I finished the book .,obl,correct,correct_the,correct_art,def,spec,anaphoric,book,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31567,31568,"When you read a book in other languages , you are reccomended form an easy book suited to your level .",obl,correct,correct_a,correct_art,indef,nonspec,indef,book,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31569,31570,"When you read a book in other languages , you are reccomended form an easy book suited to your level .",obl,error,omit_a,omit,indef,nonspec,indef,book,concr,concr,mod,0,False,False,False,False,False,False,True,True,False,False
31570,31571,But I think most important thing is how eager you want to read the book .,obl,correct,correct_the,correct_art,def,nonspec,anaphoric,book,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31572,31573,"No matter how easy the book is , If you think it boring , it will be hard to read through .",obl,correct,correct_the,correct_art,def,nonspec,anaphoric,book,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
31573,31574,I hope someday I 'll be able to read English books lying down on the futon without the dictionary .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,books,concr,concr,mod,1,False,True,False,False,False,True,False,True,False,False
31575,31576,I hope someday I 'll be able to read English books lying down on the futon without the dictionary .,obl,error,sub_the_inst_a,error_art,def,nonspec,anaphoric,dictionary,abstr,abstr,no_mod,0,False,False,False,False,False,False,False,True,False,False
31576,31577,How to work with different people to get along together .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,people,concr,concr,mod,1,False,True,False,True,False,False,False,True,False,False
31577,31578,"Everyone want procure success , only have the stronger ability is not enough .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,success,abstr,abstr,no_mod,1,False,True,False,True,False,False,False,True,False,False
31582,31583,"we have a big test tommarrow and I mean big , very big .",obl,error,omit_a,omit,indef,spec,indef,test,concr,concr,no_mod,0,False,False,True,False,False,False,True,True,False,False
31586,31587,"well , maybe I would have luck at very very very very big",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,luck,abstr,abstr,no_mod,1,False,True,True,False,False,False,False,True,False,False
31588,31589,I appreciate I could enjoy keeping a diary in English every day .,obl,correct,correct_a,correct_art,indef,nonspec,indef,diary,abstr,abstr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31592,31593,I will start studying book keeper from today to take 3 degree exam in Nov this year .,obl,error,omit_a,omit,indef,nonspec,indef,keeper,concr,concr,no_mod,0,False,False,False,False,False,False,True,True,False,False
31595,31596,I study at a vocational school called ' ' TAC ' ' after work two times in a week .,obl,correct,correct_a,correct_art,indef,spec,indef,school,concr,concr,mod,1,False,False,False,False,False,False,True,True,False,False
31599,31600,"For this reason , I do n't think I would go to English school in a same term .",obl,correct,correct_a,correct_art,indef,nonspec,indef,term,concr,concr,mod,1,False,False,False,False,False,False,True,True,False,False
31602,31603,"We go to there by cable car , bus , and ropeway .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,car,concr,concr,no_mod,1,False,True,False,False,False,False,True,True,False,False
31614,31615,She enjoy going a concert and playing the piano etc . . .,obl,correct,correct_a,correct_art,indef,nonspec,indef,concert,abstr,abstr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31615,31616,She enjoy going a concert and playing the piano etc . . .,obl,correct,correct_the,correct_art,indef,nonspec,indef,piano,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31616,31617,"During the Bon period , I go back to my hometown Niigata .",obl,correct,correct_the,correct_art,def,spec,situational,period,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31619,31620,It is said that it will bring you in a good luck in love .,obl_om,error,over_a,over,indef,nonspec,indef,luck,abstr,abstr,mod,0,False,True,False,False,False,False,False,True,False,False
31626,31627,"So , I decided to make an entry to see how this service works .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,entry,abstr,abstr,no_mod,1,False,True,False,False,False,False,True,True,False,False
31627,31628,All I can do now is just hoping that I will pass the examination .,obl,correct,correct_the,correct_art,def,spec,anaphoric,examination,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31630,31631,I like children so orphans are make me sad .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,children,concr,concr,no_mod,1,False,True,True,False,False,False,False,True,False,False
31632,31633,I has a deep affection for the orphans .,obl,correct,correct_a,correct_art,indef,spec,indef,affection,abstr,abstr,mod,1,False,False,True,False,False,False,False,True,False,False
31633,31634,"When I saw their purity and smile , I can feel sympathy .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,sympathy,abstr,abstr,no_mod,1,False,True,True,False,False,False,False,True,False,False
