item_id,L1,L2,Position,HeadN,Oblig,Error,Target,ErType,ErType2,Ntype,Synt,modif
1115,"""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied with my students who listened devouring every word .""","""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied of my students who listened devouring every word .""",16,class,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
1116,"""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied with my students who listened devouring every word .""","""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied of my students who listened devouring every word .""",18,night,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1117,"""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied with my students who listened devouring every word .""","""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied of my students who listened devouring every word .""",20,today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1118,"""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied with my students who listened devouring every word .""","""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied of my students who listened devouring every word .""",33,word,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
1119,So I have to dig out my first MP3 ( 1GB ) out from my drawer .,So I have to dug my first MP3 ( 1GB ) out from my drawer .,10,GB,obl_om,correct,zero,correct_zero,correct_om,sing,appos,no_mod
1120,I always stay there for a long time,I always stay there for a long time all day .,7,time,obl,correct,a,correct_a,correct_art,sing,other,mod
1121,"""By the way , listening to music there is also a good choice ~ ( ha , ha )""","""By the way , listen to music there is also a good choice ~ ( ha , ha )""",3,way,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1122,"""By the way , listening to music there is also a good choice ~ ( ha , ha )""","""By the way , listen to music there is also a good choice ~ ( ha , ha )""",7,music,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1123,"""By the way , listening to music there is also a good choice ~ ( ha , ha )""","""By the way , listen to music there is also a good choice ~ ( ha , ha )""",13,choice,obl,correct,a,correct_a,correct_art,sing,sub,mod
1124,I used to lie down on the sofa after eating .,I used to lie down on the sofa after finishing it .,7,sofa,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1125,Recently I read a book about digestion .,Recently I read a book about the digestion .,4,book,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
1126,Recently I read a book about digestion .,Recently I read a book about the digestion .,7,digestion,obl_om,error,zero,over_the,omit,sing,other,no_mod
1127,"""According to the book , taking a nap is not good for digestion .""","""Acording to this , taking a nap is not good for digestion .""",7,nap,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
1128,"""According to the book , taking a nap is not good for digestion .""","""Acording to this , taking a nap is not good for digestion .""",12,digestion,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1129,"""It says that even if we are sleepy after lunch , we should not sleep .""","""It recomends us that even if we are sleepy after lunch , we should not sleep ,""",11,lunch,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1130,"""If we get very sleepy , we should go for a walk to forget about our sleepiness .""","""and if we get very sleepy , we should go for a walk to forget our sleepness .""",13,walk,obl,correct,a,correct_a,correct_art,sing,other,no_mod
1131,"""After lunch today , I brought the book to the sofa and began to read it .""","""After lunch of today , I brought the book to the sofa and began to read it .""",3,lunch,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1132,"""After lunch today , I brought the book to the sofa and began to read it .""","""After lunch of today , I brought the book to the sofa and began to read it .""",4,today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1133,"""After lunch today , I brought the book to the sofa and began to read it .""","""After lunch of today , I brought the book to the sofa and began to read it .""",9,book,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
1134,"""After lunch today , I brought the book to the sofa and began to read it .""","""After lunch of today , I brought the book to the sofa and began to read it .""",12,sofa,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1135,But two hours later I found I had been sleeping for that time .,But two hours later I found I had been sleeping until that time .,2,hours,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
1136,"""After all that , I went to sleep today too .""",I went to sleep after all today too .,7,today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1137,I wonder if I will be able to stay up tomorrow .,I wonder I will be able to stay up tomorrow .,9,tomorrow,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1138,"""My sister took entrance exams a few days ago , and she 's waiting for her results .""","""My sister took entrance exams a few days ago , and she 's waiting her results .""",4,entrance,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1139,"""My sister took entrance exams a few days ago , and she 's waiting for her results .""","""My sister took entrance exams a few days ago , and she 's waiting her results .""",5,exams,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
1140,"""My sister took entrance exams a few days ago , and she 's waiting for her results .""","""My sister took entrance exams a few days ago , and she 's waiting her results .""",8,days,obl,correct,a,correct_a,correct_art,plural,other,mod
1141,"""My sister is at a university , my brother is in high school .""","""My sister is university , my brother is high school .""",4,university,obl,error,a,omit_a,over,sing,pred/prop,no_mod
1142,"""My sister is at a university , my brother is in high school .""","""My sister is university , my brother is high school .""",10,school,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
1143,"""First , I can see some movements of peoples who have recovered from the damage now .""","""First , I can see some movements of peoples to recover from the damage now .""",7,movements,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
1144,"""First , I can see some movements of peoples who have recovered from the damage now .""","""First , I can see some movements of peoples to recover from the damage now .""",14,damage,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1145,"""When the earthquake had happened , the economic activity was strongly depressed .""","""When the earthquake had happened , the economic activity was depressed strongly .""",3,earthquake,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
1146,"""When the earthquake had happened , the economic activity was strongly depressed .""","""When the earthquake had happened , the economic activity was depressed strongly .""",9,activity,obl,correct,the,correct_the,correct_art,sing,sub,mod
1147,We thought that it was not good to have satisfied days when people in the damaged area have suffered .,We thought that it was not good to have a satisfied days when people in the damaged area were suffered .,11,days,obl_om,error,zero,over_a,omit,plural,obj,mod
1148,We thought that it was not good to have satisfied days when people in the damaged area have suffered .,We thought that it was not good to have a satisfied days when people in the damaged area were suffered .,13,people,obl_om,correct,zero,correct_zero,correct_om,plural,sub,no_mod
1149,We thought that it was not good to have satisfied days when people in the damaged area have suffered .,We thought that it was not good to have a satisfied days when people in the damaged area were suffered .,17,area,obl,correct,the,correct_the,correct_art,sing,other,mod
1150,"""Although that , we have already realized that the stagnant economy was even worst for the recovery of the Tohoku area .""","""Although that , we have already realized that the stagnant economy was more bad for the recovery of Tohoku area .""",11,economy,obl,correct,the,correct_the,correct_art,sing,sub,mod
1151,"""Although that , we have already realized that the stagnant economy was even worst for the recovery of the Tohoku area .""","""Although that , we have already realized that the stagnant economy was more bad for the recovery of Tohoku area .""",17,recovery,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1152,"""Although that , we have already realized that the stagnant economy was even worst for the recovery of the Tohoku area .""","""Although that , we have already realized that the stagnant economy was more bad for the recovery of Tohoku area .""",20,area,obl,error,the,omit_the,over,sing,other,no_mod
1153,"""For instance , the usages of the area contaminated by the nuclear energy are now discussed on the Japanese newspapers frequently .""","""For instance , the usages of the area contaminated by the nuclear energy are now discussed on Japanese newspapers frequently .""",2,instance,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1154,"""For instance , the usages of the area contaminated by the nuclear energy are now discussed on the Japanese newspapers frequently .""","""For instance , the usages of the area contaminated by the nuclear energy are now discussed on Japanese newspapers frequently .""",5,usages,obl,correct,the,correct_the,correct_art,plural,sub,no_mod
1155,"""For instance , the usages of the area contaminated by the nuclear energy are now discussed on the Japanese newspapers frequently .""","""For instance , the usages of the area contaminated by the nuclear energy are now discussed on Japanese newspapers frequently .""",8,area,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1156,"""For instance , the usages of the area contaminated by the nuclear energy are now discussed on the Japanese newspapers frequently .""","""For instance , the usages of the area contaminated by the nuclear energy are now discussed on Japanese newspapers frequently .""",13,energy,obl,correct,the,correct_the,correct_art,sing,other,mod
1157,"""For instance , the usages of the area contaminated by the nuclear energy are now discussed on the Japanese newspapers frequently .""","""For instance , the usages of the area contaminated by the nuclear energy are now discussed on Japanese newspapers frequently .""",19,newspapers,obl,error,the,omit_the,over,plural,other,mod
1158,I hope Japan will recover from this situation and reply on other countries for their helps in the future .,I hope Japan will recover from this situation and reply other countries for their helps in the future .,11,countries,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
